pitch_no,game_no,pa_of_inning,pitch_of_pa,batter_side,pitcher_throws,outs,balls,strikes,k_or_bb,hit_type,play_result,pitch_call,tagged_pitch_type,rel_speed,spin_rate,tilt,rel_height,rel_side,extension,vert_break,induced_vert_break,horz_break,plate_loc_height,plate_loc_side,strike_prob,exit_speed,angle,direction,distance,bearing
98,2,3,2,Left,Right,2,1,0,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.30993563,1439.364015,3:00,5.910830071,2.528331357,5.876120236,-38.08240674,0.547207486,1.09E+01,2.866626063,1.047910487,0.325019956,NULL,NULL,NULL,NULL,NULL
99,2,3,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,95.23832019,2267.179706,1:15,5.896124619,2.438042602,5.891342963,-17.73830297,12.66930747,10.72576332,3.724001257,0.306901238,0.037176702,NULL,NULL,NULL,NULL,NULL
100,2,3,4,Left,Right,2,1,2,Undefined,Undefined,Undefined,FoulBall,Curveball,84.34603106,2336.56601,7:00,5.814074833,2.464447267,5.226702307,-53.51174282,-13.48346735,-7.2057317,1.374664835,-0.694864878,0.011552273,83.26856371,-5.057545112,70.07093306,15.52120751,62.57991245
101,2,3,5,Left,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,85.06796688,1665.95943,2:30,5.831666308,2.304827923,6.514840753,-33.98299472,2.95201766,11.67527302,3.458272957,0.59827755,0.328133732,NULL,NULL,NULL,NULL,NULL
102,2,3,6,Left,Right,2,2,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.46973091,2373.717965,1:15,5.883750956,2.302524343,6.150395371,-18.68543577,11.24273264,9.870387427,2.717462401,-1.447040977,0.000131727,NULL,NULL,NULL,NULL,NULL
103,2,3,7,Left,Right,2,3,2,Undefined,Undefined,Undefined,FoulBall,ChangeUp,83.85941106,1480.087255,2:45,5.780879135,2.495992713,6.533271976,-36.41266864,1.433444384,1.18E+01,2.117158812,0.649943776,0.962200224,NULL,NULL,NULL,NULL,NULL
104,2,3,8,Left,Right,2,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.74285491,2334.010975,1:15,5.892450714,2.568284086,5.670087636,-17.46336814,13.53301854,9.163425357,3.253839514,-0.512326774,0.821274936,NULL,NULL,NULL,NULL,NULL
105,2,3,9,Left,Right,2,3,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.75499661,2293.666032,1:15,5.868249523,2.515908742,5.822906984,-19.2992625,11.5845159,10.11946122,2.778852211,-0.340166026,0.983384371,68.67416679,36.93322138,-158.092691,185.0156834,-161.9870343
106,2,3,10,Left,Right,2,3,2,Walk,Undefined,Undefined,BallCalled,ChangeUp,84.09215696,1535.045946,2:00,5.813372558,2.485915568,6.107255798,-33.90377811,4.879177419,9.746167114,3.42E+00,1.979375647,8.83E-05,NULL,NULL,NULL,NULL,NULL
107,2,4,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.21625815,2250.480075,12:45,6.007218199,2.343054722,5.733531762,-16.16789483,14.3160899,6.891694389,3.484646698,-0.418073125,0.357199281,NULL,NULL,NULL,NULL,NULL
108,2,4,2,Right,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.66244056,1699.619987,2:15,5.983891985,2.266902436,6.050407782,-33.54854655,4.652989091,11.56243416,3.731806096,0.590626424,0.023720227,NULL,NULL,NULL,NULL,NULL
109,2,4,3,Right,Right,2,2,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.17312857,2259.371647,1:00,5.982526787,2.346359665,6.083569217,-15.62075813,14.6300211,9.507933678,2.931784087,-0.96851052,0.540698886,NULL,NULL,NULL,NULL,NULL
110,2,4,4,Right,Right,2,3,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.4269124,2191.750751,1:00,6.072091469,2.288468964,5.89697339,-16.41284226,14.28504691,7.96E+00,3.274232371,0.298638127,0.95331794,NULL,NULL,NULL,NULL,NULL
111,2,4,5,Right,Right,2,3,1,Walk,Undefined,Undefined,BallCalled,Fastball,95.43896724,2301.058583,1:00,5.980291136,2.324878069,6.012469115,-16.56814398,13.526467,8.396339867,2.148698619,-1.015580152,0.288763374,NULL,NULL,NULL,NULL,NULL
112,2,5,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,FoulBall,Fastball,95.35874646,2131.714731,1:00,5.995355169,2.294064707,6.028408935,-17.69101436,12.34460804,7.652737216,3.009980796,-0.173369843,0.988175154,NULL,NULL,NULL,NULL,NULL
113,2,5,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,BallCalled,Curveball,83.78881737,2390.779429,6:30,5.978081272,2.370113291,5.321884337,-52.84497427,-12.61207708,-4.035490504,1.919343213,-1.168645819,0.020847877,NULL,NULL,NULL,NULL,NULL
114,2,5,3,Right,Right,2,1,1,Undefined,Undefined,Undefined,FoulBall,Fastball,95.29135829,2178.627867,1:00,5.94132209,2.557816529,6.077798886,-15.88225824,14.08595122,7.098949739,2.801393913,0.390638393,0.980996013,81.91257313,63.8495974,157.0039118,212.9740978,167.2249608
115,2,5,4,Right,Right,2,1,2,Undefined,LineDrive,Single,InPlay,Curveball,83.55038825,2305.849941,6:45,5.994743628,2.309712585,4.877522617,-57.97926095,-16.672377,-6.246065811,1.890154163,0.09059684,0.931445122,103.198825,14.38459687,-5.820515057,301.7732415,0.993905622
116,2,6,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.60095754,2176.035435,1:00,6.032813924,2.294422613,6.038634489,-19.08905525,11.09830203,7.014754212,2.319366267,-0.806690312,0.905306578,NULL,NULL,NULL,NULL,NULL
117,2,6,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,85.13584369,1633.155197,3:00,5.89333293,2.41261203,6.198275586,-38.08669355,-0.311393052,10.78456024,1.143294227,-0.552986955,0.001694425,NULL,NULL,NULL,NULL,NULL
118,2,6,3,Right,Right,2,0,2,Undefined,FlyBall,Out,InPlay,Slider,86.95203849,1810.061331,2:45,5.923381565,2.318205832,6.116542367,-34.36650814,1.794706698,11.75911124,1.65665055,-0.456326815,0.545500875,85.41788208,43.39595061,2.267551648,283.4469753,7.99837293
119,2,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Curveball,80.95139005,2267.632759,7:15,6.03638354,2.469611559,5.147824717,-54.99385969,-11.80120067,-8.460100537,2.014555164,1.125952628,0.130288109,NULL,NULL,NULL,NULL,NULL
120,2,1,2,Left,Right,0,1,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.576817,1570.394847,2:15,5.908622348,2.316697575,6.273850927,-32.40145628,5.522390078,12.3654378,6.30E-01,-1.338701775,4.60E-05,NULL,NULL,NULL,NULL,NULL
121,2,1,3,Left,Right,0,2,0,Undefined,FlyBall,Double,InPlay,Fastball,95.24562576,2100.254185,1:00,6.072347795,2.385004332,6.108263061,-17.29705979,12.63073348,6.6865191,2.448301039,-0.262619215,0.997175694,67.56493391,45.7716914,-29.36604627,195.4283301,-44.07677767
122,3,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.50263142,2181.317391,1:00,6.115792326,2.260589397,5.820668295,-15.59791055,15.50224737,9.91862084,3.790642311,-0.015155209,0.013594389,NULL,NULL,NULL,NULL,NULL
123,3,1,2,Right,Right,0,1,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.32534227,2144.494319,1:00,6.085772829,2.273574554,5.884542913,-15.19969272,15.97519014,9.450658615,2.482920624,-0.62516649,0.981000185,NULL,NULL,NULL,NULL,NULL
124,3,1,3,Right,Right,0,1,1,Undefined,Undefined,Undefined,FoulBall,Fastball,94.60546853,2129.38077,1:15,6.070957253,2.282331384,5.897512555,-15.71433674,15.36792349,10.96941924,3.320629923,0.440423919,0.676163018,NULL,NULL,NULL,NULL,NULL
125,3,1,4,Right,Right,0,1,2,Undefined,Undefined,Undefined,BallCalled,Curveball,81.28647327,2330.969767,7:00,5.925379271,2.471834717,4.834210939,-58.74042549,-14.47155944,-9.502610947,4.289129305,0.690399925,0.000300297,NULL,NULL,NULL,NULL,NULL
126,3,1,5,Right,Right,0,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,Curveball,83.23339232,2288.670268,6:45,5.92208298,2.350327453,5.385181663,-56.08546326,-14.73991506,-6.455873785,-7.19E-01,-1.510631497,3.42E-05,NULL,NULL,NULL,NULL,NULL
127,3,2,1,Right,Right,1,0,0,Undefined,GroundBall,Out,InPlay,Fastball,94.65088734,2254.789518,1:15,5.998963511,2.263966329,6.035526721,-13.59433172,17.37001435,11.76143134,2.953808284,-0.372162397,0.985999882,99.05615149,-22.3084168,21.90698455,8.532633306,21.23169479
128,3,3,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,93.72297751,2271.87994,1:30,6.007304434,2.553505362,5.614123618,-16.29262599,15.67372522,15.63888099,2.00398217,0.309143235,0.994443834,NULL,NULL,NULL,NULL,NULL
129,3,3,2,Left,Right,2,0,1,Undefined,Undefined,Undefined,FoulBall,Fastball,93.65131415,2287.741689,1:00,5.976604538,2.46994285,5.765657908,-14.3754477,17.35849004,1.14E+01,2.768778102,0.577266474,0.97962898,83.96302378,52.36915163,-46.25510802,253.8927083,-61.21303315
130,3,3,3,Left,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.34962415,2270.836497,1:15,5.989789387,2.435787781,5.677401889,-14.44419941,16.29292434,12.34078331,3.786969063,0.967297495,0.000576483,NULL,NULL,NULL,NULL,NULL
131,3,3,4,Left,Right,2,1,2,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.44030422,1436.045802,3:00,5.890427166,2.608289429,5.859569903,-40.33779259,-0.540520177,14.4703093,2.508444831,1.332809516,0.001342842,NULL,NULL,NULL,NULL,NULL
132,3,3,5,Left,Right,2,2,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.2923346,2223.223959,1:30,5.913473878,2.608705501,5.700779903,-16.79831286,14.66186475,14.03083131,2.90096216,1.550229291,0.000252526,NULL,NULL,NULL,NULL,NULL
133,3,3,6,Left,Right,2,3,2,Undefined,LineDrive,Single,InPlay,Fastball,94.55446065,2255.314323,1:15,5.87704463,2.407533026,5.802837906,-16.26654171,14.7261375,11.39744554,3.320893704,0.088551943,0.551236153,88.09837625,18.78978683,15.63015873,262.6824316,18.56643158
134,3,4,1,Right,Right,2,0,0,Undefined,GroundBall,Single,InPlay,Fastball,94.97984612,2193.871704,1:15,5.969975805,2.501663238,5.68300198,-16.12845276,14.84195672,12.28372693,2.676520433,0.062654197,0.996052206,111.2635886,-0.281306729,-21.40630834,50.88645955,-21.69887292
135,3,5,1,Left,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,Curveball,80.23209406,2292.349751,6:45,5.935390054,2.670648465,5.282780973,-59.15939335,-14.72242188,-6.92E+00,1.826797784,1.155749722,0.070870429,NULL,NULL,NULL,NULL,NULL
136,3,5,2,Left,Right,2,1,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.5252488,2352.556741,1:30,5.904041567,2.597506292,5.810826731,-16.44856316,14.73787723,16.51579785,1.924568272,1.018768638,0.511248589,NULL,NULL,NULL,NULL,NULL
137,3,5,3,Left,Right,2,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,82.94773868,2344.387407,7:00,5.817996524,2.622354977,4.754797683,-56.80387857,-14.57963068,-9.46E+00,5.32E-01,-0.573245168,9.25E-05,NULL,NULL,NULL,NULL,NULL
138,3,5,4,Left,Right,2,2,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.87235948,1471.88763,2:45,5.847580817,2.703352078,6.491390637,-36.86027264,1.393802828,15.09193539,2.647126791,1.637687628,0.00029382,NULL,NULL,NULL,NULL,NULL
139,3,5,5,Left,Right,2,3,1,Walk,Undefined,Undefined,BallCalled,ChangeUp,85.31968131,1466.650987,2:30,5.763727262,2.486474416,6.736821966,-33.50716133,3.633654619,14.55500091,0.354355113,-0.358960015,0.000211232,NULL,NULL,NULL,NULL,NULL
140,3,6,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,BallCalled,ChangeUp,83.77408554,1474.499078,3:00,5.898846269,2.531708311,6.030017627,-38.74965321,0.825297037,16.96722646,0.630557547,-0.203594128,0.000209274,NULL,NULL,NULL,NULL,NULL
141,3,6,2,Right,Right,2,1,0,Undefined,Undefined,Undefined,BallCalled,Fastball,95.02009501,2311.567163,1:00,5.893129896,2.395030373,5.90803637,-12.77621549,18.21051634,11.49759367,1.827207839,-1.392097194,0.000405312,NULL,NULL,NULL,NULL,NULL
142,3,6,3,Right,Right,2,2,0,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,94.13103303,2214.165188,1:15,5.915476338,2.422141018,6.140444968,-17.03814297,13.9502133,1.18E+01,3.636387726,-0.029767862,0.149381086,NULL,NULL,NULL,NULL,NULL
143,3,6,4,Right,Right,2,2,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,95.43616125,2250.270651,1:30,5.91069776,2.463138709,6.043461849,-15.74344356,14.69248643,12.95050883,3.332748992,0.437219293,0.695031881,NULL,NULL,NULL,NULL,NULL
144,3,6,5,Right,Right,2,2,2,Undefined,Undefined,Undefined,BallCalled,Curveball,84.37951657,2338.254476,6:30,5.882000481,2.438582448,5.218200103,-57.97481971,-17.37968644,-5.022090278,-7.66E-01,-1.801468535,3.08E-05,NULL,NULL,NULL,NULL,NULL
145,3,6,6,Right,Right,2,3,2,Undefined,Popup,Out,InPlay,Fastball,95.42434889,2209.947695,1:30,5.88329154,2.400663308,6.241999357,-16.1473843,13.66488628,12.45994495,2.768545977,0.566944472,0.976860046,65.20155312,43.51341967,9.015860162,190.4618396,18.58889733
146,3,1,1,Left,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.09289529,2228.274084,1:15,5.860137376,2.600777256,6.153983918,-15.28174615,15.8745122,13.6776862,2.690933082,0.051144141,0.996249616,NULL,NULL,NULL,NULL,NULL
147,3,1,2,Left,Right,0,0,1,Undefined,Undefined,Undefined,StrikeCalled,Curveball,81.31604257,2271.865175,7:00,5.793801014,2.679975004,5.033511295,-60.66434526,-16.94121892,-8.94363147,2.75419401,0.982836301,0.453198433,NULL,NULL,NULL,NULL,NULL
148,3,1,3,Left,Right,0,0,2,Undefined,Undefined,Undefined,BallCalled,Curveball,82.99124956,2396.418538,7:15,5.819034519,2.419856082,5.31493576,-56.16314014,-14.3971058,-11.27766966,2.855857096,0.886436273,0.518259883,NULL,NULL,NULL,NULL,NULL
149,3,1,4,Left,Right,0,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Fastball,95.51398186,2247.759584,1:00,5.790526762,2.591973052,5.644525654,-11.69205511,19.15430833,12.2733496,3.710015826,-0.053095215,0.006974573,NULL,NULL,NULL,NULL,NULL
150,3,2,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,StrikeCalled,ChangeUp,83.29855818,1435.329219,1:45,5.748364831,2.484912449,6.194383574,-26.79764698,12.8434984,17.18738425,1.270177693,0.324658891,0.050014962,NULL,NULL,NULL,NULL,NULL
151,3,2,2,Left,Right,1,0,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,82.82611582,1312.197744,3:00,5.657930321,2.600761891,6.056041931,-40.9085065,-0.706584757,1.74E+01,2.259316408,1.290499055,0.002221309,NULL,NULL,NULL,NULL,NULL
152,3,2,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,StrikeSwinging,Fastball,94.47875043,2169.433743,1:45,5.838294484,2.588241994,6.180964754,-18.10366222,12.66393711,15.44601746,2.412364061,0.566530332,0.985435128,NULL,NULL,NULL,NULL,NULL
153,3,2,4,Left,Right,1,1,2,Undefined,Undefined,Undefined,FoulBall,Fastball,95.62810076,2259.554358,2:00,5.736136012,2.465003369,6.264309964,-18.72201537,11.31713849,17.98805261,2.026262775,-0.202528872,0.976120055,73.10783099,43.06123097,-139.864334,199.9287843,-147.6729584
154,3,2,5,Left,Right,1,1,2,Undefined,Undefined,Undefined,FoulBall,Curveball,83.36797804,2464.067455,7:00,5.668040886,2.648789314,4.846799987,-57.61669203,-15.64354103,-8.19640383,2.483840092,0.530119299,0.986630976,70.43122739,21.46905625,-120.2269849,161.313873,-128.4682243
155,3,2,6,Left,Right,1,1,2,Strikeout,Undefined,Undefined,StrikeSwinging,Curveball,82.00787949,2435.058715,7:15,5.792936544,2.517034388,5.635831257,-57.38087435,-15.16203628,-10.74096809,1.487226462,0.16765797,0.29161641,NULL,NULL,NULL,NULL,NULL
156,3,3,1,Right,Right,2,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.05758911,2368.07898,1:00,5.880915991,2.374387766,6.017522233,-15.56375808,15.76617634,9.892585317,3.009417478,-0.676313013,0.861909568,NULL,NULL,NULL,NULL,NULL
157,3,3,2,Right,Right,2,0,1,Undefined,Undefined,Undefined,StrikeCalled,Curveball,81.90341876,2369.002771,6:45,5.890336542,2.382664648,4.943770848,-60.31113541,-16.65377051,-5.8092674,2.172857421,-0.00534403,0.992124259,NULL,NULL,NULL,NULL,NULL
158,3,3,3,Right,Right,2,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.89066662,2254.772057,1:30,5.906611072,2.462540035,6.036565943,-16.49201001,14.31847732,13.97332739,3.695244701,-0.366368966,0.001626335,NULL,NULL,NULL,NULL,NULL
159,3,3,4,Right,Right,2,1,2,Strikeout,Undefined,Undefined,StrikeCalled,Curveball,81.56497035,2313.518267,7:15,5.769057148,2.645617094,4.818784513,-59.5734499,-15.45656973,-1.21E+01,2.260285587,-0.97481636,0.543084204,NULL,NULL,NULL,NULL,NULL
160,3,1,1,Right,Right,0,0,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.56134042,2337.355234,1:15,5.923473251,2.301191848,5.717764542,-17.40773483,13.7306251,11.38534092,1.734321647,-0.608575618,0.884521008,NULL,NULL,NULL,NULL,NULL
161,3,1,2,Right,Right,0,0,1,Undefined,Undefined,Undefined,StrikeCalled,Fastball,95.03626727,2327.295993,1:30,5.875797646,2.290119752,5.721428923,-16.12200856,14.79986456,14.02287106,1.540725232,-0.498321627,0.469877809,NULL,NULL,NULL,NULL,NULL
162,3,1,3,Right,Right,0,0,2,Undefined,Undefined,Undefined,BallCalled,Fastball,94.28372405,2285.316518,1:15,5.951496968,2.507681327,5.778269224,-14.43069283,16.84563127,12.60125003,4.42E+00,-0.377218742,6.09E-05,NULL,NULL,NULL,NULL,NULL
163,3,1,4,Right,Right,0,1,2,Undefined,Undefined,Undefined,BallCalled,Fastball,95.03772732,2346.485909,1:30,5.829761305,2.211359821,6.495885572,-15.57463605,14.32224684,12.64070407,2.706109077,-1.058844814,0.141139671,NULL,NULL,NULL,NULL,NULL
164,3,1,5,Right,Right,0,2,2,Undefined,Undefined,Undefined,FoulBall,Fastball,94.46830723,2276.247609,1:15,5.761966139,2.408568301,6.460798718,-14.9964691,15.38032748,12.69309857,1.743593794,0.47743522,0.882068574,NULL,NULL,NULL,NULL,NULL
165,3,1,6,Right,Right,0,2,2,Strikeout,Undefined,Undefined,StrikeSwinging,Curveball,81.61984925,2267.761373,6:30,5.865984096,2.227572835,5.434359696,-58.26228735,-15.89766374,-4.875411689,1.162528659,0.291600134,0.00207078,NULL,NULL,NULL,NULL,NULL
166,3,2,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.13041093,2307.98505,1:00,5.871988354,2.330954689,6.247681741,-14.70479447,16.38270835,8.788990565,2.130478372,-1.105136971,0.135111228,NULL,NULL,NULL,NULL,NULL
167,3,2,2,Right,Right,1,1,0,Undefined,Undefined,Undefined,StrikeCalled,Fastball,94.16166162,2338.095521,12:45,5.805330731,2.338417222,6.164630447,-13.91029247,17.05954039,7.957227448,2.020207757,-0.400236103,0.992989182,NULL,NULL,NULL,NULL,NULL
168,3,2,3,Right,Right,1,1,1,Undefined,FlyBall,Single,InPlay,Fastball,93.84739988,2233.841338,1:15,5.806522939,2.412553061,5.798365044,-15.91268964,15.59508766,11.20713297,3.088358207,0.07082872,0.940998137,65.20031359,31.46046751,27.92575546,198.4182868,39.50262829
169,3,3,1,Left,Right,1,0,0,Undefined,GroundBall,Single,InPlay,Fastball,91.881923,2167.616758,1:30,5.817813637,2.709939516,5.675537913,-21.23125383,11.78087239,11.53195372,2.048889278,0.830018805,0.924699426,88.51569188,6.104438759,-12.94405739,128.5442718,-16.82322483
170,3,4,1,Right,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Curveball,82.09287261,2337.670567,6:30,5.854335688,2.432003506,5.544804514,-57.98531664,-15.99344744,-4.804938046,1.299994785,0.742837545,0.031203154,NULL,NULL,NULL,NULL,NULL
171,3,4,2,Right,Right,1,1,0,Undefined,Undefined,Undefined,FoulBall,ChangeUp,84.1451465,1453.80276,2:15,5.736641762,2.411124505,6.330011437,-33.06956579,5.527493116,12.6009442,1.134167161,0.007568073,0.003607224,58.82204937,-12.9407531,159.7671295,2.995760539,141.3577043
172,3,4,3,Right,Right,1,1,1,Undefined,Undefined,Undefined,BallCalled,ChangeUp,84.9719673,1696.418146,2:30,5.720655323,2.525156141,6.244323206,-32.55110631,5.741029285,19.28532626,0.328282429,0.464810998,0.000131923,NULL,NULL,NULL,NULL,NULL
173,3,4,4,Right,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,92.82615751,2314.200537,1:15,5.760907086,2.52268756,6.228558711,-15.62788173,16.43475195,1.36E+01,0.673612986,-0.550202541,0.000316363,NULL,NULL,NULL,NULL,NULL
174,3,4,5,Right,Right,1,3,1,Undefined,Undefined,Undefined,FoulBall,ChangeUp,84.32316489,1546.281037,2:15,5.801301624,2.40007642,6.389104285,-33.27542423,4.727328988,13.65312766,2.450229923,0.461018726,0.992657602,56.32620739,-8.164250247,176.6254094,10.85261504,178.1359962
175,3,4,6,Right,Right,1,3,2,Undefined,Undefined,Undefined,FoulBall,ChangeUp,83.91916682,1460.479767,2:30,5.756794978,2.370708196,6.418935141,-35.26989206,3.299380244,13.66166143,2.268561725,0.197201474,0.992009282,119.7240139,10.75842686,-36.47059744,291.0244809,-46.33341578
176,3,4,7,Right,Right,1,3,2,Walk,Undefined,Undefined,BallCalled,Fastball,95.36011641,2377.096383,1:15,5.76030971,2.407067238,6.091098581,-14.35067542,16.08542092,12.87580326,2.248249524,-1.588856707,0.000222363,NULL,NULL,NULL,NULL,NULL
177,3,5,1,Left,Right,1,0,0,Undefined,Undefined,Undefined,BallCalled,Fastball,94.20930077,2347.679858,1:30,5.79077577,2.451359643,5.973541743,-16.88659159,14.15484234,13.3884436,3.658421484,-0.512763642,0.112292506,NULL,NULL,NULL,NULL,NULL
178,3,5,2,Left,Right,1,1,0,Undefined,Undefined,Undefined,StrikeSwinging,ChangeUp,84.11354884,1549.362782,2:15,5.743537024,2.599179845,6.043078904,-31.93974605,6.825183278,14.72865943,1.362897188,-0.090143594,0.172156513,NULL,NULL,NULL,NULL,NULL
179,3,5,3,Left,Right,1,1,1,Undefined,Undefined,Undefined,BallCalled,Curveball,80.88434022,2383.175849,7:15,5.758577371,2.670672332,4.920910485,-58.32027521,-14.25356994,-12.02407277,4.09E+00,1.832416484,2.63E-05,NULL,NULL,NULL,NULL,NULL
180,3,5,4,Left,Right,1,2,1,Undefined,Undefined,Undefined,BallCalled,Fastball,94.29337735,2300.631632,1:15,5.767232578,2.563187859,6.028536663,-15.18722127,15.96920323,12.90104552,2.491677637,-1.346198965,0.001041819,NULL,NULL,NULL,NULL,NULL
181,3,5,5,Left,Right,1,3,1,Undefined,Undefined,Undefined,FoulBall,Fastball,94.36092405,2310.250208,1:15,5.725454325,2.608156364,6.035242797,-13.88472515,17.14378338,12.77811935,2.559134985,-0.469796166,0.983091176,78.63710303,60.00099939,-153.6476373,209.7377877,-155.6990637
